"Series","COVID_Coeff","Robust_SE","t_stat","p_value","Significant"
"AR",-0.0344013380616565,0.0209108204905097,-1.6451453006002,0.107404723722902,FALSE
"All-India",0.0768433472512361,0.030529198303791,2.51704438769013,0.0140301410477879,TRUE
